615.094 & 618.116 & 529.668 & 526.070 & 430.034 & 421.857 \\
615.538 & 620.821 & 532.312 & 530.873 & 444.249 & 436.458 \\
615.557 & 621.624 & 530.981 & 531.101 & 444.597 & 434.670 \\
613.538 & 615.156 & 531.044 & 533.500 & 438.296 & 444.259 \\
